sample_dir,subject_name,timestamp,condition,mask_path,spectrum_path
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_03_50,P097_OP061_2021_07_03_Experiment1,2021_07_03_10_03_50,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_03_50\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_03_50\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_04_20,P097_OP061_2021_07_03_Experiment1,2021_07_03_10_04_20,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_04_20\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_04_20\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_04_50,P097_OP061_2021_07_03_Experiment1,2021_07_03_10_04_50,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_04_50\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_04_50\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_05_20,P097_OP061_2021_07_03_Experiment1,2021_07_03_10_05_20,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_05_20\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_05_20\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_19_22,P097_OP061_2021_07_03_Experiment1,2021_07_03_10_19_22,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_19_22\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_19_22\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_19_52,P097_OP061_2021_07_03_Experiment1,2021_07_03_10_19_52,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_19_52\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_19_52\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_20_22,P097_OP061_2021_07_03_Experiment1,2021_07_03_10_20_22,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_20_22\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_20_22\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_20_53,P097_OP061_2021_07_03_Experiment1,2021_07_03_10_20_53,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_20_53\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_10_20_53\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_12_39,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_12_39,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_12_39\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_12_39\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_13_09,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_13_09,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_13_09\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_13_09\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_13_40,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_13_40,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_13_40\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_13_40\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_14_10,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_14_10,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_14_10\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_14_10\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_28_35,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_28_35,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_28_35\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_28_35\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_29_06,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_29_06,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_29_06\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_29_06\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_29_36,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_29_36,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_29_36\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_29_36\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_40_04,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_40_04,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_40_04\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_40_04\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_40_34,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_40_34,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_40_34\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_40_34\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_41_04,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_41_04,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_41_04\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_41_04\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_41_34,P097_OP061_2021_07_03_Experiment1,2021_07_03_12_41_34,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_41_34\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P097_OP061_2021_07_03_Experiment1\2021_07_03_12_41_34\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_36_18,P098_OP062_2021_07_06_Experiment1,2021_07_06_13_36_18,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_36_18\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_36_18\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_36_48,P098_OP062_2021_07_06_Experiment1,2021_07_06_13_36_48,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_36_48\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_36_48\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_37_18,P098_OP062_2021_07_06_Experiment1,2021_07_06_13_37_18,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_37_18\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_37_18\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_56_14,P098_OP062_2021_07_06_Experiment1,2021_07_06_13_56_14,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_56_14\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_56_14\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_56_44,P098_OP062_2021_07_06_Experiment1,2021_07_06_13_56_44,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_56_44\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_13_56_44\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_33_43,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_33_43,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_33_43\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_33_43\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_34_13,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_34_13,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_34_13\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_34_13\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_34_43,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_34_43,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_34_43\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_34_43\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_35_14,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_35_14,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_35_14\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_35_14\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_35_44,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_35_44,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_35_44\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_35_44\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_54_03,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_54_03,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_54_03\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_54_03\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_54_33,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_54_33,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_54_33\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_54_33\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_55_03,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_55_03,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_55_03\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_55_03\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_55_33,P098_OP062_2021_07_06_Experiment1,2021_07_06_15_55_33,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_55_33\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P098_OP062_2021_07_06_Experiment1\2021_07_06_15_55_33\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_19_58,P099_OP063_2021_07_18_Experiment1,2021_07_18_12_19_58,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_19_58\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_19_58\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_20_28,P099_OP063_2021_07_18_Experiment1,2021_07_18_12_20_28,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_20_28\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_20_28\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_32_30,P099_OP063_2021_07_18_Experiment1,2021_07_18_12_32_30,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_32_30\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_32_30\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_33_00,P099_OP063_2021_07_18_Experiment1,2021_07_18_12_33_00,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_33_00\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_12_33_00\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_42_30,P099_OP063_2021_07_18_Experiment1,2021_07_18_13_42_30,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_42_30\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_42_30\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_43_00,P099_OP063_2021_07_18_Experiment1,2021_07_18_13_43_00,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_43_00\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_43_00\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_57_12,P099_OP063_2021_07_18_Experiment1,2021_07_18_13_57_12,ischem,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_57_12\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas_deox\Cat_0007_kidney_ischem\data\P099_OP063_2021_07_18_Experiment1\2021_07_18_13_57_12\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
